vehicle_id,timestamp,station_id,station_type,cycle_time,queue_length,throughput,torque,temperature,vibration,part_quality,operator_variation,sensor_coverage,inspection_result,defect
V00007,2026-01-05 06:46:27.411135,S28,Final Assembly,67.07,2.93,50.14,,,,0.907,-0.155,MANUAL,,False
V00007,2026-01-05 06:47:34.479394,S29,Final Assembly,79.09,2.14,45.24,,,,0.955,-0.116,MANUAL,,False
V00007,2026-01-05 06:48:53.572341,S30,Final Assembly,65.13,2.62,54.6,99.36,24.61,,0.813,0.036,HIGH,PASS,False
V00008,2026-01-05 06:12:00.000000,S01,Body Construction,70.3,2.82,48.85,92.87,25.23,0.308,0.975,-0.002,HIGH,,False
V00008,2026-01-05 06:13:10.301705,S02,Body Construction,70.56,1.53,45.92,104.43,21.94,,0.895,0.039,HIGH,,False
V00008,2026-01-05 06:14:20.864383,S03,Body Construction,72.6,3.28,45.52,94.82,23.04,0.373,0.934,-0.037,HIGH,,False
V00008,2026-01-05 06:15:33.464913,S04,Body Construction,71.27,1.7,41.53,95.47,22.95,,0.932,0.015,PARTIAL,,False
V00008,2026-01-05 06:16:44.737511,S05,Body Construction,62.54,1.48,51.76,99.2,22.56,0.471,0.907,0.005,HIGH,,False
V00008,2026-01-05 06:17:47.276638,S06,Body Construction,70.19,1.78,48.97,99.01,24.29,0.491,0.913,0.024,HIGH,,False
V00008,2026-01-05 06:18:57.471292,S07,Body Construction,74.92,1.75,47.52,101.74,,0.311,0.939,0.095,PARTIAL,,False
V00008,2026-01-05 06:20:12.395887,S08,Body Construction,81.32,2.14,44.8,99.46,,,0.938,-0.046,PARTIAL,,False
V00008,2026-01-05 06:21:33.712176,S09,Body Construction,78.03,0.91,44.42,102.22,25.16,0.509,0.946,0.009,HIGH,,False
V00008,2026-01-05 06:22:51.745270,S10,Body Construction,69.62,1.58,54.84,96.98,24.52,0.525,0.874,0.034,HIGH,FAIL,True
V00008,2026-01-05 06:24:01.360802,S11,Paint,83.07,3.95,41.21,100.65,60.79,0.499,0.994,0.005,HIGH,,False
V00008,2026-01-05 06:25:24.428430,S12,Paint,92.84,2.47,39.39,,59.05,0.513,0.927,-0.08,PARTIAL,,False
V00008,2026-01-05 06:26:57.271726,S13,Paint,88.43,3.45,34.22,99.42,,,0.956,-0.024,PARTIAL,,False
V00008,2026-01-05 06:28:25.705778,S14,Paint,101.69,3.59,35.15,,,,0.956,0.192,MANUAL,,False
V00008,2026-01-05 06:30:07.395092,S15,Paint,81.11,1.9,41.09,103.23,60.12,0.388,0.961,-0.037,HIGH,,False
V00008,2026-01-05 06:31:28.501551,S16,Paint,95.19,5.29,40.89,,,0.44,0.886,-0.087,PARTIAL,,False
V00008,2026-01-05 06:33:03.690342,S17,Paint,102.61,3.22,39.15,98.64,61.16,0.497,0.951,-0.006,HIGH,,False
V00008,2026-01-05 06:34:46.301111,S18,Paint,95.01,1.87,34.91,99.36,58.46,,0.932,-0.129,PARTIAL,,False
V00008,2026-01-05 06:36:21.309781,S19,Paint,95.45,3.33,36.06,,,,0.926,-0.047,MANUAL,,False
V00008,2026-01-05 06:37:56.764125,S20,Paint,81.79,3.37,42.6,102.22,60.98,0.509,0.961,0.026,HIGH,PASS,False
V00008,2026-01-05 06:39:18.554469,S21,Final Assembly,60.62,3.73,53.35,,,,0.91,0.14,MANUAL,,False
V00008,2026-01-05 06:40:19.177241,S22,Final Assembly,66.54,1.86,51.03,102.41,25.09,0.52,0.95,-0.008,HIGH,PASS,False
V00008,2026-01-05 06:41:25.715798,S23,Final Assembly,74.48,2.67,49.78,,,,0.929,0.019,MANUAL,,False
V00008,2026-01-05 06:42:40.193249,S24,Final Assembly,87.19,2.08,47.35,,26.81,,0.943,-0.048,PARTIAL,,False
V00008,2026-01-05 06:44:07.387396,S25,Final Assembly,63.63,2.7,56.79,,,,1.0,0.039,MANUAL,,False
V00008,2026-01-05 06:45:11.016450,S26,Final Assembly,65.06,1.94,51.44,,,,0.959,-0.085,MANUAL,,False
V00008,2026-01-05 06:46:16.080965,S27,Final Assembly,66.42,2.68,51.62,98.97,,0.426,0.909,-0.057,PARTIAL,,False
V00008,2026-01-05 06:47:22.499027,S28,Final Assembly,79.78,3.01,49.53,,,,0.905,-0.085,MANUAL,,False
V00008,2026-01-05 06:48:42.276170,S29,Final Assembly,72.02,2.26,45.05,,,,0.954,-0.037,MANUAL,,False
V00008,2026-01-05 06:49:54.297736,S30,Final Assembly,73.27,2.69,52.29,92.64,24.02,0.488,0.911,0.06,HIGH,PASS,False
V00009,2026-01-05 06:13:30.000000,S01,Body Construction,76.18,1.26,47.84,100.54,21.77,0.482,0.931,-0.006,HIGH,,False
V00009,2026-01-05 06:14:46.180311,S02,Body Construction,72.29,1.57,47.12,101.78,25.3,0.471,0.912,0.013,HIGH,,False
V00009,2026-01-05 06:15:58.471251,S03,Body Construction,81.9,1.65,46.65,106.17,26.13,0.413,0.931,0.0,HIGH,,False
V00009,2026-01-05 06:17:20.366655,S04,Body Construction,81.52,1.48,41.95,98.36,24.1,,0.886,0.014,PARTIAL,,False
V00009,2026-01-05 06:18:41.884133,S05,Body Construction,70.63,2.46,54.8,102.04,22.71,0.371,0.993,-0.028,HIGH,,False
V00009,2026-01-05 06:19:52.518004,S06,Body Construction,68.43,1.97,49.18,96.53,25.48,0.419,0.874,0.028,HIGH,,False
V00009,2026-01-05 06:21:00.945529,S07,Body Construction,78.24,1.5,45.12,97.63,,0.396,0.927,0.041,PARTIAL,,False
V00009,2026-01-05 06:22:19.190403,S08,Body Construction,67.71,2.83,43.95,101.61,,,0.835,-0.047,PARTIAL,,False
V00009,2026-01-05 06:23:26.903196,S09,Body Construction,82.68,1.84,44.53,103.89,23.74,0.315,0.912,0.012,HIGH,,False
V00009,2026-01-05 06:24:49.583165,S10,Body Construction,65.42,2.51,52.83,92.72,22.47,0.689,0.908,-0.06,HIGH,PASS,False
V00009,2026-01-05 06:25:55.003286,S11,Paint,89.07,3.88,40.79,102.28,60.84,0.728,0.969,-0.047,HIGH,,False
V00009,2026-01-05 06:27:24.074605,S12,Paint,95.49,3.91,40.11,,61.11,0.757,0.9,-0.03,PARTIAL,,False
V00009,2026-01-05 06:28:59.566976,S13,Paint,95.22,2.61,36.12,90.63,,,1.0,0.001,PARTIAL,,False
V00009,2026-01-05 06:30:34.785364,S14,Paint,108.82,3.21,36.53,,,,0.945,-0.029,MANUAL,,False
V00009,2026-01-05 06:32:23.609000,S15,Paint,87.07,4.79,42.01,104.4,61.37,0.501,0.835,0.016,HIGH,,False
V00009,2026-01-05 06:33:50.674410,S16,Paint,77.15,4.18,40.66,,,0.526,0.929,-0.029,PARTIAL,,False
V00009,2026-01-05 06:35:07.822417,S17,Paint,93.47,5.21,39.68,105.26,61.78,0.481,0.848,-0.006,HIGH,,False
V00009,2026-01-05 06:36:41.294827,S18,Paint,101.72,2.22,36.92,101.68,,,0.955,-0.002,PARTIAL,,False
V00009,2026-01-05 06:38:23.019129,S19,Paint,102.2,2.05,33.31,,,,0.993,-0.1,MANUAL,,False
V00009,2026-01-05 06:40:05.216320,S20,Paint,83.2,3.38,45.57,107.24,59.53,0.412,0.962,-0.033,HIGH,PASS,False
V00009,2026-01-05 06:41:28.419768,S21,Final Assembly,67.53,3.77,52.38,,,,0.927,-0.027,MANUAL,,False
V00009,2026-01-05 06:42:35.951474,S22,Final Assembly,74.37,1.27,49.92,100.52,22.07,0.567,0.975,-0.001,HIGH,PASS,False
V00009,2026-01-05 06:43:50.318325,S23,Final Assembly,77.13,1.17,49.1,,,,0.904,0.059,MANUAL,,False
V00009,2026-01-05 06:45:07.452831,S24,Final Assembly,74.94,3.28,47.15,,22.02,,0.916,-0.142,PARTIAL,,False
V00009,2026-01-05 06:46:22.391990,S25,Final Assembly,62.91,1.78,58.0,,,,0.9,-0.063,MANUAL,,False
V00009,2026-01-05 06:47:25.302702,S26,Final Assembly,70.51,0.64,49.99,,,,0.975,0.211,MANUAL,,False
V00009,2026-01-05 06:48:35.816943,S27,Final Assembly,68.54,2.49,53.48,98.0,,,0.92,-0.057,PARTIAL,,False
V00009,2026-01-05 06:49:44.359568,S28,Final Assembly,69.64,2.72,50.1,,,,0.96,0.082,MANUAL,,False
V00009,2026-01-05 06:50:53.994596,S29,Final Assembly,89.03,2.2,46.11,,,,0.952,-0.083,MANUAL,,False
V00009,2026-01-05 06:52:23.023349,S30,Final Assembly,63.4,2.57,57.04,93.58,21.7,0.374,0.877,-0.005,HIGH,PASS,False
V00010,2026-01-05 06:15:00.000000,S01,Body Construction,69.92,1.38,48.66,105.62,24.02,0.454,0.913,0.01,HIGH,,False
V00010,2026-01-05 06:16:09.921933,S02,Body Construction,78.66,1.27,47.42,94.43,24.91,0.472,1.0,-0.026,HIGH,,False
V00010,2026-01-05 06:17:28.585744,S03,Body Construction,80.03,1.97,45.43,99.92,25.02,0.638,0.93,0.024,HIGH,,False
V00010,2026-01-05 06:18:48.616412,S04,Body Construction,78.55,2.61,42.9,108.8,23.85,,0.908,0.074,PARTIAL,,False
V00010,2026-01-05 06:20:07.163718,S05,Body Construction,72.32,2.2,52.98,104.5,25.1,0.652,0.944,0.027,HIGH,,False
V00010,2026-01-05 06:21:19.486641,S06,Body Construction,71.65,1.52,51.84,102.66,24.15,0.441,0.93,0.043,HIGH,,False
V00010,2026-01-05 06:22:31.141424,S07,Body Construction,78.53,0.63,47.06,104.81,,0.689,0.957,-0.004,PARTIAL,,False
V00010,2026-01-05 06:23:49.673319,S08,Body Construction,77.24,2.87,44.83,104.8,,,0.923,0.063,PARTIAL,,False
V00010,2026-01-05 06:25:06.912799,S09,Body Construction,77.74,0.7,44.71,103.09,24.49,0.468,0.961,-0.001,HIGH,,False
V00010,2026-01-05 06:26:24.655312,S10,Body Construction,67.95,1.75,54.55,96.04,21.99,0.489,0.913,-0.063,HIGH,PASS,False
V00010,2026-01-05 06:27:32.609435,S11,Paint,86.97,1.32,41.47,108.03,60.43,0.505,0.983,0.05,HIGH,,False
V00010,2026-01-05 06:28:59.580032,S12,Paint,99.33,2.25,38.94,,60.56,0.727,0.956,0.088,PARTIAL,,False
V00010,2026-01-05 06:30:38.905345,S13,Paint,98.06,2.94,37.54,95.14,,,0.89,0.058,PARTIAL,,False
V00010,2026-01-05 06:32:16.969909,S14,Paint,100.47,3.27,36.14,,,,0.955,-0.083,MANUAL,,False
V00010,2026-01-05 06:33:57.442932,S15,Paint,96.01,3.38,43.26,93.12,61.49,0.529,0.853,0.031,HIGH,,False
V00010,2026-01-05 06:35:33.452093,S16,Paint,86.1,4.13,40.34,,,0.401,0.922,0.05,PARTIAL,,False
V00010,2026-01-05 06:36:59.548293,S17,Paint,85.57,1.67,39.67,97.21,57.77,0.432,0.93,0.028,HIGH,,False
V00010,2026-01-05 06:38:25.121997,S18,Paint,92.51,4.33,36.35,,60.25,,0.924,0.081,PARTIAL,,False
V00010,2026-01-05 06:39:57.633438,S19,Paint,109.89,2.35,35.6,,,,0.976,0.121,MANUAL,,False
V00010,2026-01-05 06:41:47.518627,S20,Paint,83.32,2.83,43.2,99.72,59.89,0.403,0.892,0.043,HIGH,PASS,False
V00010,2026-01-05 06:43:10.839659,S21,Final Assembly,74.69,2.09,53.4,,,,0.897,-0.002,MANUAL,,False
V00010,2026-01-05 06:44:25.532304,S22,Final Assembly,68.5,2.71,49.26,100.58,22.79,0.43,0.916,-0.043,HIGH,PASS,False
V00010,2026-01-05 06:45:34.036292,S23,Final Assembly,74.53,2.18,48.25,,,,0.911,0.049,MANUAL,,False
V00010,2026-01-05 06:46:48.563749,S24,Final Assembly,75.89,2.79,48.95,,24.54,,0.921,0.06,PARTIAL,,False
V00010,2026-01-05 06:48:04.456718,S25,Final Assembly,62.31,1.31,55.62,,,,0.879,-0.103,MANUAL,,False
V00010,2026-01-05 06:49:06.765267,S26,Final Assembly,67.74,2.21,55.16,,,,0.896,0.086,MANUAL,,False
V00010,2026-01-05 06:50:14.506922,S27,Final Assembly,66.26,3.17,52.51,100.19,,0.214,0.942,-0.007,PARTIAL,,False
V00010,2026-01-05 06:51:20.769613,S28,Final Assembly,73.78,3.07,48.54,,,,0.936,0.104,MANUAL,,False
V00010,2026-01-05 06:52:34.544825,S29,Final Assembly,71.98,2.64,48.56,,,,0.894,-0.017,MANUAL,,False
V00010,2026-01-05 06:53:46.527345,S30,Final Assembly,72.18,1.49,53.44,100.41,23.45,,0.914,-0.028,HIGH,PASS,False
V00011,2026-01-05 06:16:30.000000,S01,Body Construction,83.77,3.11,48.05,99.86,21.87,0.602,0.976,0.031,HIGH,,False
V00011,2026-01-05 06:17:53.767107,S02,Body Construction,73.86,1.87,48.43,100.19,22.06,0.511,0.973,-0.036,HIGH,,False
V00011,2026-01-05 06:19:07.624521,S03,Body Construction,82.03,2.27,46.6,100.88,22.06,0.447,0.966,-0.016,HIGH,,False
V00011,2026-01-05 06:20:29.652241,S04,Body Construction,78.59,0.54,46.21,104.4,25.16,,0.92,-0.01,PARTIAL,,False
V00011,2026-01-05 06:21:48.237548,S05,Body Construction,68.2,4.11,52.29,99.77,22.79,0.65,0.904,0.015,HIGH,,False
V00011,2026-01-05 06:22:56.441777,S06,Body Construction,77.67,2.31,49.45,99.89,23.31,0.455,0.989,-0.003,HIGH,,False
V00011,2026-01-05 06:24:14.110759,S07,Body Construction,72.42,1.59,48.93,103.43,,0.557,0.904,-0.016,PARTIAL,,False
V00011,2026-01-05 06:25:26.527528,S08,Body Construction,83.6,2.7,44.23,97.71,,,0.941,-0.083,PARTIAL,,False
V00011,2026-01-05 06:26:50.124402,S09,Body Construction,78.88,1.71,43.35,98.42,23.36,0.354,0.961,0.023,HIGH,,False
V00011,2026-01-05 06:28:09.003493,S10,Body Construction,73.54,0.77,51.89,99.45,24.01,0.488,1.0,0.058,HIGH,PASS,False
V00011,2026-01-05 06:29:22.544825,S11,Paint,102.32,2.27,41.64,100.42,60.59,0.489,0.952,0.007,HIGH,,False
V00011,2026-01-05 06:31:04.862396,S12,Paint,99.68,3.06,38.51,,60.88,0.434,0.888,-0.034,PARTIAL,,False
V00011,2026-01-05 06:32:44.537970,S13,Paint,93.39,3.63,38.2,103.11,,,0.897,0.095,PARTIAL,,False
V00011,2026-01-05 06:34:17.924789,S14,Paint,100.63,3.1,35.28,,,,1.0,-0.109,MANUAL,,False
V00011,2026-01-05 06:35:58.555024,S15,Paint,78.59,3.41,44.3,101.62,57.79,0.432,0.887,-0.057,HIGH,,False
V00011,2026-01-05 06:37:17.142374,S16,Paint,89.62,1.21,38.84,,,0.531,0.966,0.045,PARTIAL,,False
V00011,2026-01-05 06:38:46.767048,S17,Paint,99.37,3.0,39.06,101.89,59.52,0.467,0.897,0.013,HIGH,,False
V00011,2026-01-05 06:40:26.132783,S18,Paint,96.45,2.47,36.38,,60.09,,0.962,-0.034,PARTIAL,,False
V00011,2026-01-05 06:42:02.585615,S19,Paint,92.48,3.82,35.07,,,,0.882,0.054,MANUAL,,False
V00011,2026-01-05 06:43:35.062221,S20,Paint,82.53,4.51,42.35,94.19,62.33,0.658,1.0,-0.031,HIGH,PASS,False
V00011,2026-01-05 06:44:57.588774,S21,Final Assembly,65.05,2.68,50.92,,,,0.941,-0.135,MANUAL,,False
V00011,2026-01-05 06:46:02.643036,S22,Final Assembly,69.67,1.9,52.03,106.18,23.09,0.226,0.859,0.043,HIGH,PASS,False
V00011,2026-01-05 06:47:12.315452,S23,Final Assembly,70.67,3.81,50.5,,,,0.994,0.042,MANUAL,,False
V00011,2026-01-05 06:48:22.982235,S24,Final Assembly,80.35,3.44,45.11,,20.98,,0.889,0.032,PARTIAL,,False
V00011,2026-01-05 06:49:43.336489,S25,Final Assembly,65.44,2.65,58.63,,,,0.931,-0.16,MANUAL,,False
V00011,2026-01-05 06:50:48.780307,S26,Final Assembly,73.75,1.95,56.17,,,,0.907,0.012,MANUAL,,False
V00011,2026-01-05 06:52:02.532725,S27,Final Assembly,72.35,1.87,50.51,103.92,,0.655,0.922,0.016,PARTIAL,,False
V00011,2026-01-05 06:53:14.887399,S28,Final Assembly,68.13,2.14,48.96,,,,0.995,-0.006,MANUAL,,False
V00011,2026-01-05 06:54:23.020543,S29,Final Assembly,88.04,2.11,45.68,,,,0.98,0.069,MANUAL,,False
V00011,2026-01-05 06:55:51.063371,S30,Final Assembly,72.67,1.26,54.94,93.68,25.27,0.473,0.96,0.071,HIGH,PASS,False
V00012,2026-01-05 06:18:00.000000,S01,Body Construction,71.16,2.09,50.78,96.72,25.27,0.538,0.848,-0.037,HIGH,,False
V00012,2026-01-05 06:19:11.155350,S02,Body Construction,82.85,2.32,46.29,,24.88,0.364,0.896,0.008,HIGH,,False
V00012,2026-01-05 06:20:34.000985,S03,Body Construction,78.53,2.46,43.89,103.8,24.58,0.514,0.926,-0.025,HIGH,,False
V00012,2026-01-05 06:21:52.527770,S04,Body Construction,81.65,3.01,43.75,96.1,24.24,,0.949,0.031,PARTIAL,,False
V00012,2026-01-05 06:23:14.173536,S05,Body Construction,73.73,3.14,52.97,94.94,23.91,0.455,0.884,-0.013,HIGH,,False
V00012,2026-01-05 06:24:27.907266,S06,Body Construction,70.92,1.46,48.85,104.03,26.97,0.517,0.918,0.0,HIGH,,False
V00012,2026-01-05 06:25:38.828899,S07,Body Construction,77.17,2.35,50.32,99.61,,0.343,0.961,0.076,PARTIAL,,False
V00012,2026-01-05 06:26:55.998503,S08,Body Construction,74.94,1.99,43.21,,,,0.939,-0.031,PARTIAL,,False
V00012,2026-01-05 06:28:10.935486,S09,Body Construction,79.68,2.59,42.37,97.67,25.16,0.624,0.903,0.028,HIGH,,False
V00012,2026-01-05 06:29:30.619044,S10,Body Construction,66.71,3.46,49.68,102.34,26.42,0.559,0.889,-0.016,HIGH,PASS,False
V00012,2026-01-05 06:30:37.325646,S11,Paint,94.62,2.94,40.5,102.6,58.45,0.419,0.939,0.036,HIGH,,False
V00012,2026-01-05 06:32:11.946767,S12,Paint,102.02,3.62,39.04,,59.82,0.418,0.88,0.02,PARTIAL,,False
V00012,2026-01-05 06:33:53.963949,S13,Paint,98.08,3.55,37.72,102.12,,,0.901,0.022,PARTIAL,,False
V00012,2026-01-05 06:35:32.043637,S14,Paint,105.05,2.46,35.7,,,,0.973,0.054,MANUAL,,False
V00012,2026-01-05 06:37:17.094248,S15,Paint,95.06,2.85,46.21,99.96,59.52,0.537,0.963,-0.003,HIGH,,False
V00012,2026-01-05 06:38:52.152447,S16,Paint,98.49,3.19,40.78,,,0.439,0.899,0.16,PARTIAL,,False
V00012,2026-01-05 06:40:30.640131,S17,Paint,91.53,1.83,37.9,101.21,60.67,0.568,0.904,0.01,HIGH,,False
V00012,2026-01-05 06:42:02.169928,S18,Paint,91.9,2.5,36.09,99.1,60.83,,0.932,0.047,PARTIAL,,False
V00012,2026-01-05 06:43:34.071262,S19,Paint,90.33,3.69,35.83,,,,0.902,0.056,MANUAL,,False
V00012,2026-01-05 06:45:04.397848,S20,Paint,88.52,1.91,41.11,96.94,58.37,0.358,0.897,0.003,HIGH,PASS,False
V00012,2026-01-05 06:46:32.917315,S21,Final Assembly,67.53,3.35,50.87,,,,0.977,-0.031,MANUAL,,False
V00012,2026-01-05 06:47:40.444836,S22,Final Assembly,75.71,2.84,50.18,102.24,25.23,0.445,0.932,-0.002,HIGH,PASS,False
V00012,2026-01-05 06:48:56.149985,S23,Final Assembly,69.45,3.31,49.33,,,,0.987,0.009,MANUAL,,False
V00012,2026-01-05 06:50:05.598190,S24,Final Assembly,69.32,1.02,47.11,,23.92,,0.872,-0.027,PARTIAL,,False
V00012,2026-01-05 06:51:14.922037,S25,Final Assembly,70.89,1.64,56.83,,,,0.966,-0.115,MANUAL,,False
V00012,2026-01-05 06:52:25.810532,S26,Final Assembly,72.54,1.82,53.35,,,,0.876,0.087,MANUAL,,False
V00012,2026-01-05 06:53:38.354264,S27,Final Assembly,71.79,3.42,50.64,98.2,,0.534,0.904,0.099,PARTIAL,,False
V00012,2026-01-05 06:54:50.145919,S28,Final Assembly,70.11,2.23,48.81,,,,0.946,-0.275,MANUAL,,False
V00012,2026-01-05 06:56:00.253972,S29,Final Assembly,76.82,2.25,45.61,,,,0.853,-0.113,MANUAL,,False
V00012,2026-01-05 06:57:17.074119,S30,Final Assembly,68.75,0.81,54.11,103.16,24.92,0.444,0.982,-0.022,HIGH,PASS,False
V00013,2026-01-05 06:19:30.000000,S01,Body Construction,67.05,2.86,48.71,96.37,24.33,0.451,0.952,-0.017,HIGH,,False
V00013,2026-01-05 06:20:37.048118,S02,Body Construction,78.83,2.35,47.28,99.05,24.66,0.706,0.968,0.029,HIGH,,False
V00013,2026-01-05 06:21:55.877016,S03,Body Construction,93.64,2.41,46.23,99.59,23.47,0.449,0.956,-0.005,HIGH,,False
V00013,2026-01-05 06:23:29.516564,S04,Body Construction,82.68,2.87,45.04,97.84,25.36,,0.866,-0.019,PARTIAL,,False
V00013,2026-01-05 06:24:52.196623,S05,Body Construction,70.7,2.62,52.83,102.31,24.08,0.433,0.92,0.001,HIGH,,False
V00013,2026-01-05 06:26:02.891788,S06,Body Construction,72.85,0.49,48.73,99.47,23.7,0.549,0.887,-0.049,HIGH,,False
V00013,2026-01-05 06:27:15.739893,S07,Body Construction,74.41,2.61,49.77,98.68,,0.526,0.937,0.032,PARTIAL,,False
V00013,2026-01-05 06:28:30.152238,S08,Body Construction,74.65,2.05,46.14,100.46,,,0.905,-0.031,PARTIAL,,False
V00013,2026-01-05 06:29:44.805426,S09,Body Construction,76.98,2.13,43.83,93.76,22.89,0.549,0.879,0.001,HIGH,,False
V00013,2026-01-05 06:31:01.789071,S10,Body Construction,68.81,2.24,51.62,95.39,22.23,0.442,0.93,-0.018,HIGH,PASS,False
V00013,2026-01-05 06:32:10.599785,S11,Paint,87.51,2.23,40.11,101.49,62.25,0.433,0.927,0.013,HIGH,,False
V00013,2026-01-05 06:33:38.108745,S12,Paint,92.87,2.6,36.91,,57.93,0.42,0.888,0.035,PARTIAL,,False
V00013,2026-01-05 06:35:10.978045,S13,Paint,100.5,2.28,36.82,93.19,,,0.901,0.063,PARTIAL,,False
V00013,2026-01-05 06:36:51.476399,S14,Paint,91.81,2.0,36.4,,,,0.849,0.013,MANUAL,,False
V00013,2026-01-05 06:38:23.291306,S15,Paint,83.17,2.12,42.44,102.71,60.16,0.623,0.93,-0.003,HIGH,,False
V00013,2026-01-05 06:39:46.465187,S16,Paint,94.68,2.22,43.86,,,0.688,0.962,-0.096,PARTIAL,,False
V00013,2026-01-05 06:41:21.148614,S17,Paint,100.83,2.73,38.83,97.48,59.22,0.51,0.919,0.058,HIGH,,False
V00013,2026-01-05 06:43:01.979978,S18,Paint,108.54,3.04,37.18,101.64,59.61,,0.969,-0.032,PARTIAL,,False
V00013,2026-01-05 06:44:50.516733,S19,Paint,100.77,1.73,36.4,,,,0.939,-0.094,MANUAL,,False
V00013,2026-01-05 06:46:31.287938,S20,Paint,83.84,3.62,42.48,92.47,58.34,0.549,1.0,0.041,HIGH,PASS,False
V00013,2026-01-05 06:47:55.126334,S21,Final Assembly,73.8,3.25,50.49,,,,0.954,-0.214,MANUAL,,False
V00013,2026-01-05 06:49:08.924323,S22,Final Assembly,70.05,3.41,50.73,100.73,25.17,0.631,0.965,0.032,HIGH,PASS,False
V00013,2026-01-05 06:50:18.975101,S23,Final Assembly,75.18,2.57,48.3,,,,0.988,-0.004,MANUAL,,False
V00013,2026-01-05 06:51:34.154048,S24,Final Assembly,81.64,3.36,46.43,,25.59,,0.882,0.01,PARTIAL,,False
V00013,2026-01-05 06:52:55.790109,S25,Final Assembly,71.43,2.36,56.13,,,,0.905,0.108,MANUAL,,False
V00013,2026-01-05 06:54:07.217746,S26,Final Assembly,69.46,2.26,53.65,,,,0.932,-0.031,MANUAL,,False
V00013,2026-01-05 06:55:16.673312,S27,Final Assembly,64.25,1.76,53.09,97.85,,0.489,0.992,-0.011,PARTIAL,,False
V00013,2026-01-05 06:56:20.918641,S28,Final Assembly,79.8,2.78,49.34,,,,0.897,0.018,MANUAL,,False
V00013,2026-01-05 06:57:40.721719,S29,Final Assembly,78.63,2.38,47.32,,,,0.9,0.057,MANUAL,,False
V00013,2026-01-05 06:58:59.347973,S30,Final Assembly,62.1,1.55,57.1,97.2,23.7,0.479,0.946,0.017,HIGH,PASS,False
V00014,2026-01-05 06:21:00.000000,S01,Body Construction,76.14,2.09,47.46,102.94,26.01,0.572,0.882,0.015,HIGH,,False
V00014,2026-01-05 06:22:16.143638,S02,Body Construction,79.88,2.58,48.48,100.91,23.27,0.31,0.944,0.006,HIGH,,False
V00014,2026-01-05 06:23:36.023564,S03,Body Construction,81.64,0.93,46.45,,23.93,0.531,1.0,-0.031,HIGH,,False
V00014,2026-01-05 06:24:57.666473,S04,Body Construction,83.0,1.36,43.18,103.22,26.16,,0.915,0.15,PARTIAL,,False
V00014,2026-01-05 06:26:20.666251,S05,Body Construction,68.2,1.54,48.69,106.61,26.9,0.361,0.988,0.002,HIGH,,False
V00014,2026-01-05 06:27:28.870523,S06,Body Construction,76.53,0.68,51.49,102.26,24.77,0.423,0.907,-0.014,HIGH,,False
V00014,2026-01-05 06:28:45.401242,S07,Body Construction,67.55,2.69,49.06,98.77,,0.533,0.905,-0.053,PARTIAL,,False
V00014,2026-01-05 06:29:52.952803,S08,Body Construction,83.99,1.95,48.33,97.82,,,0.959,0.071,PARTIAL,,False
V00014,2026-01-05 06:31:16.939638,S09,Body Construction,78.79,1.9,43.68,95.47,25.6,0.524,0.876,-0.047,HIGH,,False
V00014,2026-01-05 06:32:35.727880,S10,Body Construction,76.99,1.93,50.43,95.48,25.71,0.461,0.985,0.002,HIGH,PASS,False
V00014,2026-01-05 06:33:52.719939,S11,Paint,90.37,3.68,41.32,102.74,59.72,0.692,0.894,0.0,HIGH,,False
V00014,2026-01-05 06:35:23.090688,S12,Paint,93.08,3.32,38.21,,58.1,0.501,0.886,-0.104,PARTIAL,,False
V00014,2026-01-05 06:36:56.173751,S13,Paint,97.8,3.39,37.7,96.87,,,0.888,0.037,PARTIAL,,False
V00014,2026-01-05 06:38:33.970354,S14,Paint,96.84,3.06,34.97,,,,0.941,-0.121,MANUAL,,False
V00014,2026-01-05 06:40:10.807512,S15,Paint,87.18,5.1,44.07,101.94,57.67,0.368,0.981,-0.024,HIGH,,False
V00014,2026-01-05 06:41:37.987665,S16,Paint,85.27,2.87,39.16,,,0.426,0.899,0.031,PARTIAL,,False
V00014,2026-01-05 06:43:03.253659,S17,Paint,91.7,2.86,39.4,98.88,60.56,0.567,0.924,0.002,HIGH,,False
V00014,2026-01-05 06:44:34.958398,S18,Paint,92.45,2.31,37.97,102.47,60.34,,0.958,0.056,PARTIAL,,False
V00014,2026-01-05 06:46:07.408378,S19,Paint,106.52,2.92,37.13,,,,0.901,0.07,MANUAL,,False
V00014,2026-01-05 06:47:53.930420,S20,Paint,99.51,2.7,42.44,97.44,61.85,0.433,0.911,-0.048,HIGH,PASS,False
V00014,2026-01-05 06:49:33.441422,S21,Final Assembly,61.03,3.01,57.39,,,,0.982,-0.028,MANUAL,,False
V00014,2026-01-05 06:50:34.471150,S22,Final Assembly,68.31,2.36,51.86,98.08,23.76,0.373,0.946,-0.054,HIGH,PASS,False
V00014,2026-01-05 06:51:42.779615,S23,Final Assembly,77.37,2.74,49.51,,,,0.967,0.075,MANUAL,,False
V00014,2026-01-05 06:53:00.151285,S24,Final Assembly,74.97,1.42,47.34,,22.88,,0.948,-0.004,PARTIAL,,False
V00014,2026-01-05 06:54:15.120964,S25,Final Assembly,57.65,2.8,52.31,,,,0.917,0.004,MANUAL,,False
V00014,2026-01-05 06:55:12.766494,S26,Final Assembly,75.27,2.11,52.18,,,,0.923,-0.166,MANUAL,,False
